,도서관명,시도명,시군구명,위도,경도
67,지평도서관,경기도,양평군,37.47371937,127.6385166
68,양동도서관,경기도,양평군,37.41919108,127.7546882
69,강상작은도서관,경기도,양평군,37.480695,127.478067
70,강하작은도서관,경기도,양평군,37.49617652,127.4112172
71,고읍내작은도서관,경기도,양평군,37.51810619,127.4560503
72,서종작은도서관,경기도,양평군,37.60658353,127.3487122
73,청운작은도서관,경기도,양평군,37.553631,127.708314
74,개군작은도서관,경기도,양평군,37.42821683,127.5422415
75,단월작은도서관,경기도,양평군,37.540818,127.6735088
76,세미원작은도서관,경기도,양평군,37.54093938,127.3239611
77,안성시립중앙도서관,경기도,안성시,37.01524024,127.2685395
78,안성시립공도도서관,경기도,안성시,37.00336195,127.1726995
79,안성시립보개도서관,경기도,안성시,37.01504821,127.3224972
80,안성시립진사도서관,경기도,안성시,36.99408249,127.1444642
81,안성시립일죽도서관,경기도,안성시,37.0905746,127.4770372
82,풍림작은도서관,경기도,안성시,36.99829562,127.1588295
83,송정작은도서관,경기도,안성시,37.00547999,127.2010037
84,태산작은도서관,경기도,안성시,36.99983729,127.1541053
85,부영작은도서관,경기도,안성시,37.00889605,127.1837276
86,죽산작은도서관,경기도,안성시,37.07700773,127.4238622
87,삼죽작은도서관,경기도,안성시,37.07320772,127.3749616
88,대림동산작은도서관,경기도,안성시,37.01417722,127.2031121
110,중앙도서관,경기도,양평군,37.48591089,127.494309
111,어린이도서관,경기도,양평군,37.48591089,127.4943424
112,양서친환경도서관,경기도,양평군,37.5425053,127.3233071
137,호원1동 작은도서관,경기도,의정부시,37.711992,127.048765
138,장암동 작은도서관,경기도,의정부시,37.726407,127.054254
139,신곡1동 작은도서관,경기도,의정부시,37.730794,127.057845
140,신곡2동 작은도서관,경기도,의정부시,37.743662,127.057977
141,송산1동 작은도서관,경기도,의정부시,37.731182,127.086818
142,송산2동 작은도서관,경기도,의정부시,37.739744,127.090003
143,자금동 작은도서관,경기도,의정부시,37.750311,127.05816
144,가능동 작은도서관,경기도,의정부시,37.750541,127.038612
145,흥선동 작은도서관,경기도,의정부시,37.746267,127.030649
146,녹양동 작은도서관,경기도,의정부시,37.760131,127.032307
147,희망 Library Center,경기도,의정부시,37.737991,127.04588
174,의정부과학도서관,경기도,의정부시,37.744726,127.069132
175,의정부미술도서관,경기도,의정부시,37.745146,127.106127
176,의정부가재울도서관,경기도,의정부시,37.748368,127.04422
177,의정부정보도서관,경기도,의정부시,37.736558,127.033867
178,의정부어린이도서관,경기도,의정부시,37.726543,127.042606
179,의정부1동 작은도서관,경기도,의정부시,37.746436,127.047618
180,의정부1동 작은도서관 별관,경기도,의정부시,37.732739,127.048922
181,의정부2동 작은도서관,경기도,의정부시,37.740786,127.042795
223,시립중앙도서관,경기도,광주시,37.41063314,127.2531348
224,오포도서관,경기도,광주시,37.3693774,127.2313694
225,초월도서관,경기도,광주시,37.38738172,127.2910941
226,곤지암도서관,경기도,광주시,37.34906936,127.3410158
227,능평도서관,경기도,광주시,37.3502799,127.1668655
228,오포작은도서관,경기도,광주시,37.36239726,127.1558059
229,대주작은도서관,경기도,광주시,37.37619768,127.2609618
230,퇴촌작은도서관,경기도,광주시,37.47065196,127.3092016
231,도척작은도서관,경기도,광주시,37.3048153,127.3311699
243,충현도서관,경기도,광명시,37.4340499,126.8847409
244,하안도서관,경기도,광명시,37.4678555,126.8737104
245,철산도서관,경기도,광명시,37.4769468,126.8722073
246,소하도서관,경기도,광명시,37.4452882,126.8879877
247,광명도서관,경기도,광명시,37.4652995,126.8514147
248,평생학습주제전문도서관,경기도,광명시,37.474331,126.868457
320,정보과학도서관,경기도,과천시,37.418729,126.989709
321,문원도서관,경기도,과천시,37.424736,127.007416
436,감골도서관,경기도,안산시,37.2926186,126.8545112
437,성포도서관,경기도,안산시,37.3251413,126.8503677
438,상록어린이도서관,경기도,안산시,37.30732706,126.8620316
439,부곡도서관,경기도,안산시,37.3326386,126.8608516
513,서부교회도서관,경기도,용인시,37.261732,127.2223173
514,서천아이파크작은도서관,경기도,용인시,37.24566771,127.0723769
515,서희삼정작은도서관,경기도,용인시,37.2794779,127.1450685
516,성지작은도서관,경기도,용인시,37.3216501,127.0869135
517,소곤소곤도서관,경기도,용인시,37.27392085,127.2207925
518,소소한작은행복도서관,경기도,용인시,37.3093026,127.0881411
519,숲속도서관,경기도,용인시,37.3428844,127.0911867
520,스카이글빛누리도서관,경기도,용인시,37.2719374,127.1078352
521,신동백롯데캐슬에코2단지영어도서관,경기도,용인시,37.28450491,127.1475164
522,신봉우남아파트도서관,경기도,용인시,37.3201839,127.0803686
523,신영지웰작은도서관,경기도,용인시,37.276544,127.1549003
524,아델리움글마루도서관,경기도,용인시,37.2783943,127.0780311
525,아름다운꿈의도서관,경기도,용인시,37.3278915,127.0735126
526,애벌레도서관,경기도,용인시,37.2839301,127.1576903
527,어울터도서관,경기도,용인시,37.26619526,127.111792
528,에이스작은도서관,경기도,용인시,37.20227738,127.2086569
529,영덕신일문고,경기도,용인시,37.268027,127.094635
530,영락도서관,경기도,용인시,37.2431677,127.0690002
531,영원작은도서관,경기도,용인시,37.28245251,127.1727037
532,영화작은도서관,경기도,용인시,37.2528059,127.2263723
533,예움도서관,경기도,용인시,37.2261615,127.3250032
534,용인영락작은도서관,경기도,용인시,37.25155094,127.2296724
535,용인영어도서관,경기도,용인시,37.3158064,127.0913412
536,용인영어동백도서관,경기도,용인시,37.2722149,127.1510051
561,오남도서관,경기도,남양주시,37.6979608,127.1978694
562,진접푸른숲도서관,경기도,남양주시,37.7156893,127.1929216
563,진접도서관,경기도,남양주시,37.7296018,127.1941965
564,별내도서관,경기도,남양주시,37.7083499,127.1178283
565,메리골드작은도서관,경기도,용인시,37.24153286,127.1968052
566,물푸레6단지도서관,경기도,용인시,37.295999,127.1534248
567,물푸레도서관,경기도,용인시,37.2996787,127.1510407
568,미라클차일드어린이영어도서관,경기도,용인시,37.2946759,127.1149685
569,바른샘도서관,경기도,용인시,37.2383793,127.0709531
570,반딧불이도서관,경기도,용인시,37.3208972,127.0817326
571,밤토실어린이작은도서관,경기도,용인시,37.3595034,127.0615345
572,백남준라이브러리,경기도,용인시,37.2690782,127.1105783
573,백암면작은도서관,경기도,용인시,37.1638408,127.3751115
574,버들치도서관,경기도,용인시,37.3213784,127.0634727
575,벽산도서관,경기도,용인시,37.3018707,127.111356
576,보정꿈에그린작은도서관,경기도,용인시,37.3065211,127.1072776
577,쁘레네작은도서관별찌,경기도,용인시,37.2805012,127.1135009
578,삼풍동작은도서관,경기도,용인시,37.3323533,127.096635
579,상하작은도서관,경기도,용인시,37.25743575,127.1371108
580,상현1동작은도서관,경기도,용인시,37.3046115,127.081122
581,상현2동작은도서관,경기도,용인시,37.2985099,127.0808422
587,배다리도서관,경기도,평택시,37.0022309,127.1193945
588,평택시립도서관,경기도,평택시,36.9958544,127.093713
589,팽성도서관,경기도,평택시,36.96491707,127.0518031
590,안중도서관,경기도,평택시,36.98910064,126.9195052
591,지산초록도서관,경기도,평택시,37.078929,127.0603422
592,오성도서관,경기도,평택시,37.00773175,126.979715
593,장당도서관,경기도,평택시,37.05285955,127.0652276
594,진위도서관,경기도,평택시,37.10668874,127.078351
595,청북도서관,경기도,평택시,37.0206772,126.9181369
596,세교도서관,경기도,평택시,37.00641347,127.078648
597,비전작은도서관,경기도,평택시,36.99615117,127.103199
598,송탄작은도서관,경기도,평택시,37.03334005,127.0995495
599,서정작은도서관,경기도,평택시,37.066155,127.055729
600,포승작은도서관,경기도,평택시,36.98936145,126.847498
601,경기도립평택도서관,경기도,평택시,37.07284282,127.0632251
606,금화작은도서관,경기도,용인시,37.2629247,127.110133
607,꽃메도서관,경기도,용인시,37.32260182,127.1175392
608,꿈꾸는북라이크작은도서관,경기도,용인시,37.27618274,127.1114189
609,꿈꾸는작은도서관,경기도,용인시,37.2769225,127.0811142
610,꿈꾸는푸른도서관,경기도,용인시,37.273187,127.11889
611,꿈나무도서관,경기도,용인시,37.29550342,127.1514401
612,꿈누리도서관,경기도,용인시,37.2979857,127.0671847
613,꿈마루도서관,경기도,용인시,37.239423,127.0724016
614,꿈모아도서관,경기도,용인시,37.2830713,127.1606001
615,꿈샘도서관,경기도,용인시,37.2826071,127.1666307
616,꿈이자라는도서관,경기도,용인시,37.2840786,127.1548479
617,꿈이자라는땅,경기도,용인시,37.336143,127.1044514
618,꿈터작은도서관,경기도,용인시,37.2968413,127.0695212
619,남사맑은누리작은도서관,경기도,용인시,37.1137577,127.1505799
620,누리작은도서관,경기도,용인시,37.2833852,127.1526039
621,담은작은도서관,경기도,용인시,37.31299747,127.1093163
622,더빛Arkkids작은도서관,경기도,용인시,37.2748323,127.0733338
623,데시앙도서관,경기도,용인시,37.2870231,127.1516249
624,도담도담작은도서관,경기도,용인시,37.24260315,127.1968981
625,동천작은도서관,경기도,용인시,37.3408233,127.0999867
626,라브리작은도서관,경기도,용인시,37.291769,127.126625
627,래미안도서관글샘,경기도,용인시,37.2988679,127.1112756
628,롯데캐슬에코 북카페,경기도,용인시,37.284364,127.1431583
629,마북e편한세상작은도서관,경기도,용인시,37.3068031,127.1281704
630,포곡도서관,경기도,용인시,37.2789044,127.2326774
631,동백도서관,경기도,용인시,37.2740661,127.1581171
632,모현도서관,경기도,용인시,37.2741,127.158
633,보라도서관,경기도,용인시,37.24841486,127.1090246
634,남사도서관,경기도,용인시,37.1537,127.1708
635,양지해밀도서관,경기도,용인시,37.23758228,127.2855003
636,이동꿈틀도서관,경기도,용인시,37.13912157,127.199754
637,수지도서관,경기도,용인시,37.32027602,127.0946874
638,구성도서관,경기도,용인시,37.2967623,127.1189833
639,죽전도서관,경기도,용인시,37.3301254,127.118765
640,기흥도서관,경기도,용인시,37.2862231,127.1141009
641,흥덕도서관,경기도,용인시,37.2748341,127.0839883
642,상현도서관,경기도,용인시,37.299975,127.0742442
643,구갈희망누리도서관,경기도,용인시,37.2726108,127.13032
644,청덕도서관,경기도,용인시,37.29279817,127.1474288
645,느티나무도서관,경기도,용인시,37.3339692,127.0960414
646,건영캐스빌상앗대문고,경기도,용인시,37.3327255,127.1256834
647,경남초록 작은도서관,경기도,용인시,37.2807498,127.0770693
648,공감도서관,경기도,용인시,37.27512489,127.0718864
649,광교마을45단지 꿈터도서관,경기도,용인시,37.2980696,127.0635206
650,광교상현꿈에그린도서관,경기도,용인시,37.305527,127.074338
651,굿모닝작은도서관,경기도,용인시,37.3416672,127.097135
652,그루터기도서관,경기도,용인시,37.2428769,127.1085608
673,디지털정보도서관,경기도,용인시,37.240608,127.1772935
674,용인중앙도서관,경기도,용인시,37.2334148,127.1902732
745,오산시 중앙도서관,경기도,오산시,37.1538369,127.0769317
746,오산시 꿈두레도서관,경기도,오산시,37.18156961,127.0454507
747,오산시 소리울도서관,경기도,오산시,37.13259475,127.074916
794,양주희망도서관,경기도,양주시,37.79576457,127.107258
796,덕정도서관,경기도,양주시,37.84288046,127.0631905
797,고읍도서관,경기도,양주시,37.79204954,127.0844597
798,꿈나무도서관,경기도,양주시,37.7923901,126.9872751
799,남면도서관,경기도,양주시,37.89814837,126.9758804
800,덕계도서관,경기도,양주시,37.821659,127.046729
801,광적도서관,경기도,양주시,37.82311698,126.9828766
1022,가평군립설악도서관,경기도,가평군,37.6832798,127.4887552
1023,가평군립청평도서관,경기도,가평군,37.739591,127.424182
1024,가평군립조종도서관,경기도,가평군,37.8183076,127.353047
1025,가평군립한석봉도서관,경기도,가평군,37.829814,127.506473
1058,토기장이작은도서관,경기도,용인시,37.27985091,127.1123399
1059,푸르지오푸른도서관,경기도,용인시,37.3149802,127.0938094
1060,푸른꿈청소년도서관,경기도,용인시,37.3207871,127.0938594
1061,푸른도서관,경기도,용인시,37.23059928,127.1823575
1062,해든도서관,경기도,용인시,37.2807519,127.150942
1063,해맑은문고,경기도,용인시,37.2843109,127.1631813
1064,해바라기도서관,경기도,용인시,37.27936555,127.1473846
1065,해오름도서관,경기도,용인시,37.3280076,127.0950159
1066,행복드림작은도서관,경기도,용인시,37.27734814,127.1020303
1067,향상어린이문고,경기도,용인시,37.2827904,127.1408509
1068,현대호롱마루도서관,경기도,용인시,37.2797058,127.0734778
1069,호반두드림도서관,경기도,용인시,37.2777355,127.0700519
1070,호반작은도서관,경기도,용인시,37.2934257,127.1540831
1071,호수마을월드도서관,경기도,용인시,37.2865412,127.1529752
1072,효천작은도서관,경기도,용인시,37.337078,127.2436009
1073,힐숲작은도서관,경기도,용인시,37.23819772,127.0757822
1074,힐작은도서관,경기도,용인시,37.3088336,127.0735503
1075,둘둘작은도서관,경기도,용인시,37.161215,127.173773
1076,늘봄작은도서관,경기도,용인시,37.330048,127.122991
1082,우리작은도서관,경기도,용인시,37.2340977,127.2066007
1083,원삼면작은도서관,경기도,용인시,37.1637146,127.3104927
1084,이던책나무작은도서관,경기도,용인시,37.2773126,127.0764985
1085,이동읍천리작은도서관,경기도,용인시,37.1928164,127.2078985
1086,이스트파크도서관,경기도,용인시,37.33005022,127.0993304
1087,자연&Book작은도서관,경기도,용인시,37.2789026,127.0719742
1088,자이안도서관,경기도,용인시,37.302755,127.1187
1089,자이행복한도서관,경기도,용인시,37.3042228,127.0900837
1090,작은나무도서관,경기도,용인시,37.2351185,127.2126541
1091,작은씨앗도서관,경기도,용인시,37.2794973,127.1099832
1092,장미도서관,경기도,용인시,37.2931316,127.1185055
1093,전대중앙 작은도서관,경기도,용인시,37.2853638,127.2154087
1094,즐거운샘터작은도서관,경기도,용인시,37.2885992,127.1187393
1095,지구별작은도서관,경기도,용인시,37.2674446,127.207084
1096,지혜의샘터도서관,경기도,용인시,37.32296258,127.0831286
1097,징검다리도서관,경기도,용인시,37.2623051,127.1072964
1098,참솔작은도서관,경기도,용인시,37.2653063,127.1536524
1099,채움도서관,경기도,용인시,37.23557784,127.0752071
1100,책사랑도서관,경기도,용인시,37.3097088,127.0909059
1101,책사랑쉼터도서관,경기도,용인시,37.3154528,127.0827389
1102,청명호수마을도서관,경기도,용인시,37.255337,127.088704
1103,초코도서관,경기도,용인시,37.26330491,127.1589108
1104,코아루나눔터도서관,경기도,용인시,37.2670435,127.155273
1105,콩나물도서관,경기도,용인시,37.2476758,127.1071547
1176,호평도서관,경기도,남양주시,37.66764367,127.2480045
1177,평내도서관,경기도,남양주시,37.6417431,127.2388903
1178,진건도서관,경기도,남양주시,37.6551356,127.1774389
1179,화도도서관,경기도,남양주시,37.6501371,127.3058147
1180,와부도서관,경기도,남양주시,37.5856854,127.2174983
1181,도농도서관,경기도,남양주시,37.6074597,127.1592868
1182,중앙도서관,경기도,파주시,37.7500196,126.7707155
1183,금촌도서관,경기도,파주시,37.7585051,126.7800448
1184,문산도서관,경기도,파주시,37.8532897,126.7833466
1185,법원도서관,경기도,파주시,37.8475278,126.8863409
1186,적성도서관,경기도,파주시,37.95428304,126.9176169
1187,행복어린이도서관,경기도,파주시,37.85675241,126.7910164
1188,교하도서관,경기도,파주시,37.72332017,126.7123008
1189,해솔도서관,경기도,파주시,37.72668889,126.7481281
1190,한빛도서관,경기도,파주시,37.7119541,126.7494208
1191,가람도서관,경기도,파주시,37.730538,126.7633962
1192,조리도서관,경기도,파주시,37.74752882,126.8066242
1193,솔빛도서관,경기도,파주시,37.7714159,126.778354
1194,물푸레도서관,경기도,파주시,37.734088,126.7202412
1195,탄현도서관,경기도,파주시,37.80245922,126.7161227
1196,파평도서관,경기도,파주시,37.9218823,126.8376036
1197,한울도서관,경기도,파주시,37.7171145,126.7436283
1198,월롱도서관,경기도,파주시,37.79927551,126.789213
1199,술이홀도서관,경기도,파주시,37.83074471,126.819981
1212,장기도서관,경기도,김포시,37.64176517,126.6766167
1213,중봉도서관,경기도,김포시,37.6258068,126.7069315
1214,양곡도서관,경기도,김포시,37.6616235,126.6314373
1215,고촌도서관,경기도,김포시,37.6033599,126.7709609
1216,풍무도서관,경기도,김포시,37.607539,126.729141
1217,통진도서관,경기도,김포시,37.693983,126.5920603
1227,별빛도서관,경기도,남양주시,37.65093701,127.1203257
1228,퇴계원도서관,경기도,남양주시,37.6491214,127.1452884
1377,오산시 초평도서관,경기도,오산시,37.1424489,127.0465581
1378,오산시 햇살마루도서관,경기도,오산시,37.13835629,127.0717568
1379,오산시 청학도서관,경기도,오산시,37.15494003,127.0643696
1380,오산시 양산도서관,경기도,오산시,37.1942201,127.0321993
1502,광남작은도서관,경기도,광주시,37.38545669,127.2358943
1503,남한산성작은도서관,경기도,광주시,37.4774108,127.1872969
1596,여주도서관,경기도,여주시,37.2997233,127.6511727
1597,세종도서관,경기도,여주시,37.29740813,127.6246801
1598,점동도서관,경기도,여주시,37.20519024,127.663012
1599,금사도서관,경기도,여주시,37.38835502,127.5345784
1600,대신도서관,경기도,여주시,37.37146831,127.5844574
1601,산북작은도서관,경기도,여주시,37.4033829,127.443305
1602,북내작은도서관,경기도,여주시,37.3276172,127.6834115
1688,연천도서관,경기도,연천군,38.0981105,127.0766844
1689,중앙도서관,경기도,연천군,38.0323136,127.0709935
1896,새재골작은도서관,경기도,시흥시,37.38111052,126.8034088
1897,솔숲작은도서관,경기도,시흥시,37.419811,126.7917758
1898,소래산작은도서관,경기도,시흥시,37.44850647,126.7846941
1915,판타스틱큐브,경기도,부천시,37.50358247,126.765337
1924,동두천시립도서관,경기도,동두천시,37.90668936,127.047626
1925,동두천꿈나무정보도서관,경기도,동두천시,37.89215013,127.0514001
1926,어수정작은도서관,경기도,동두천시,37.90677664,127.0541529
1927,운동장작은도서관,경기도,동두천시,37.89938432,127.0696877
1959,경기의정부교육도서관,경기도,의정부시,37.762902,127.036012
1962,기아행복마루 작은도서관,경기도,화성시,37.06470008,126.7956064
1963,비봉작은도서관,경기도,화성시,37.23581931,126.8738912
1964,양감작은도서관,경기도,화성시,37.08169428,126.9456433
1965,마도작은도서관,경기도,화성시,37.20548812,126.7696371
1966,팔탄작은도서관,경기도,화성시,37.1622205,126.9049137
1968,오정도서관,경기도,부천시,37.52834853,126.7960269
1969,도당도서관,경기도,부천시,37.51610089,126.785107
1970,역곡도서관,경기도,부천시,37.48828445,126.8034313
1980,이천시립도서관,경기도,이천시,37.286745,127.436913
1981,이천시립청미도서관,경기도,이천시,37.11694045,127.6152057
1982,이천시립어린이도서관,경기도,이천시,37.2782608,127.4410593
1983,이천시립효양도서관,경기도,이천시,37.26158189,127.4779809
1984,이천시립마장도서관,경기도,이천시,37.2539292,127.3541365
2010,송산도서관,경기도,화성시,37.21678196,126.7392473
2011,태안도서관,경기도,화성시,37.20603571,127.0137973
2012,정남도서관,경기도,화성시,37.16824485,126.983165
2013,동탄중앙이음터도서관,경기도,화성시,37.19882674,127.1108005
2014,두빛나래어린이도서관,경기도,화성시,37.20925619,127.0561063
2015,둥지나래어린이도서관,경기도,화성시,37.12917772,126.9247678
2016,동탄다원이음터도서관,경기도,화성시,37.21053463,127.1045895
2017,송린이음터도서관,경기도,화성시,37.27730478,126.8225272
2018,목동이음터도서관,경기도,화성시,37.18928576,127.1238981
2019,샘내작은도서관,경기도,화성시,37.2446369,126.946185
2037,경기중앙교육도서관,경기도,수원시,37.29854278,127.0223635
2038,진안도서관,경기도,화성시,37.21737056,127.0336061
2039,동탄복합문화센터도서관,경기도,화성시,37.20068928,127.0751229
2040,병점도서관,경기도,화성시,37.2123457,127.046109
2041,봉담도서관,경기도,화성시,37.21941336,126.9490155
2042,삼괴도서관,경기도,화성시,37.08930917,126.8143194
2043,남양도서관,경기도,화성시,37.21034407,126.8250364
2052,경기화성교육도서관,경기도,화성시,37.13312953,126.920256
2065,한울빛도서관,경기도,부천시,37.46794262,126.7966433
2066,꿈여울도서관,경기도,부천시,37.515424,126.805548
2089,원미도서관,경기도,부천시,37.49784735,126.7978695
2090,북부도서관,경기도,부천시,37.52080207,126.7941335
2212,학미숲작은도서관,경기도,시흥시,37.40552029,126.7844015
2251,중앙도서관,경기도,시흥시,37.34813074,126.7356562
2252,능곡도서관,경기도,시흥시,37.371372,126.813199
2253,대야도서관,경기도,시흥시,37.44553298,126.796826
2254,군자도서관,경기도,시흥시,37.345624,126.7851913
2255,대야어린이도서관,경기도,시흥시,37.443855,126.792596
2256,정왕어린이도서관,경기도,시흥시,37.345318,126.7481254
2257,목감도서관,경기도,시흥시,37.38559315,126.8612785
2258,장곡도서관,경기도,시흥시,37.37757881,126.7829731
2259,신천도서관,경기도,시흥시,37.43841217,126.785024
2260,매화도서관,경기도,시흥시,37.417656,126.815539
2261,월곶도서관,경기도,시흥시,37.389041,126.736207
2262,민들레작은도서관,경기도,시흥시,37.36426325,126.737525
2263,꿈나무작은도서관,경기도,시흥시,37.34737444,126.7407962
2264,우리동네작은도서관,경기도,시흥시,37.43293702,126.792732
2265,은행골작은도서관,경기도,시흥시,37.43644554,126.797917
2266,오이도작은도서관,경기도,시흥시,37.343631,126.691451
2267,함현공원작은도서관,경기도,시흥시,37.36550207,126.7322413
2268,늠내골실버작은도서관,경기도,시흥시,37.36865998,126.813299
2269,옥구공원숲속도서관,경기도,시흥시,37.3518072,126.700967
2270,검바위초작은도서관,경기도,시흥시,37.43261256,126.7990032
2271,삼립식품작은도서관,경기도,시흥시,37.34408857,126.7161419
2272,평안골작은도서관,경기도,시흥시,37.33946223,126.7419022
2273,꿈빛작은도서관,경기도,시흥시,37.43687487,126.832874
2274,수정중앙,경기도,성남시,37.46150426,127.1304475
2275,수진2동,경기도,성남시,37.43731572,127.1287467
2276,숲에사는달조각,경기도,성남시,37.438932,127.158919
2277,시흥동,경기도,성남시,37.422076,127.1081642
2278,신흥1동,경기도,성남시,37.441648,127.140041
2279,신흥3동,경기도,성남시,37.443517,127.1488541
2280,야탑1동,경기도,성남시,37.412026,127.1302352
2281,양지동 꿈나무,경기도,성남시,37.454978,127.160909
2282,은행2동,경기도,성남시,37.457035,127.1665174
2283,정자역,경기도,성남시,37.36618464,127.108015
2284,정자청소년,경기도,성남시,37.372742,127.1063231
2285,중앙동,경기도,성남시,37.442896,127.1562974
2286,중원청소년,경기도,성남시,37.42992474,127.154991
2287,채움,경기도,성남시,37.43203626,127.131559
2288,태평1동,경기도,성남시,37.44076399,127.126143
2289,태평3동,경기도,성남시,37.44534077,127.1330728
2290,태평4동,경기도,성남시,37.44770247,127.141485
2291,판교인생,경기도,성남시,37.39022707,127.108622
2292,하늘달팽이,경기도,성남시,37.458106,127.1626179
2293,하얀마을秀,경기도,성남시,37.34453798,127.1123188
2294,한마음점자,경기도,성남시,37.40822752,127.1441532
2295,한솔,경기도,성남시,37.36738858,127.1155093
2300,운중도서관,경기도,성남시,37.39004045,127.0751082
2301,수정도서관,경기도,성남시,37.452231,127.1528496
2302,중원도서관,경기도,성남시,37.43022796,127.1401641
2303,논골도서관,경기도,성남시,37.456234,127.1599736
2304,판교도서관,경기도,성남시,37.39189991,127.0908701
2305,판교어린이도서관,경기도,성남시,37.38752486,127.1076674
2306,중원어린이도서관,경기도,성남시,37.4480981,127.1587991
2307,해오름도서관,경기도,성남시,37.44159956,127.1594254
2308,분당도서관,경기도,성남시,37.35810335,127.116568
2309,구미도서관,경기도,성남시,37.34552982,127.1076887
2310,무지개도서관,경기도,성남시,37.33962077,127.1208292
2311,중앙도서관,경기도,성남시,37.4039701,127.1347135
2312,서현도서관,경기도,성남시,37.38358563,127.1324713
2313,복정도서관,경기도,성남시,37.46375601,127.1278652
2314,공감의뜰,경기도,성남시,37.43902711,127.1292423
2315,구미1동,경기도,성남시,37.349267,127.111761
2316,금광2동,경기도,성남시,37.446264,127.1640162
2317,도촌동,경기도,성남시,37.416467,127.1527859
2318,상대원3동,경기도,성남시,37.43967396,127.1654437
2319,서현청소년,경기도,성남시,37.37217014,127.139874
2320,수내1동,경기도,성남시,37.375423,127.118042
2389,경기성남교육도서관,경기도,성남시,37.44663585,127.1500988
2461,벌말도서관,경기도,안양시 동안구,37.3938426,126.9764293
2462,관양도서관,경기도,안양시 동안구,37.41098532,126.9681013
2463,본오도서관,경기도,안산시,37.29399604,126.8722919
2464,반월도서관,경기도,안산시,37.30932822,126.9028041
2465,수암도서관,경기도,안산시,37.36433212,126.8771578
2466,일동도서관,경기도,안산시,37.3154128,126.8715832
2467,본오3동만화작은도서관,경기도,안산시,37.30073779,126.8741505
2468,해양동작은도서관,경기도,안산시,37.29473547,126.8200502
2469,본오1동작은도서관,경기도,안산시,37.2892251,126.864505
2470,안산평생학습관 작은도서관,경기도,안산시,37.29868378,126.8469293
2471,관산도서관,경기도,단원구,37.33214233,126.7995727
2472,단원어린이도서관,경기도,단원구,37.33110589,126.816028
2473,선부도서관,경기도,단원구,37.34114552,126.8061447
2474,대부도서관,경기도,단원구,37.24047244,126.5831165
2475,원고잔도서관,경기도,단원구,37.32466768,126.8247627
2476,달미작은도서관,경기도,단원구,37.348868,126.8098854
2477,당곡작은도서관,경기도,단원구,37.32393654,126.8377438
2478,와동책읽는방작은도서관,경기도,단원구,37.3428087,126.8228187
2479,선녀마을작은도서관,경기도,단원구,37.34258392,126.8130863
2480,와동별빛누리작은도서관,경기도,단원구,37.34059798,126.8272626
2481,신길작은도서관,경기도,단원구,37.334909,126.783227
2498,석수도서관,경기도,안양시 만안구,37.4116018,126.902654
2499,만안도서관,경기도,안양시 만안구,37.3861957,126.9262236
2500,삼덕도서관,경기도,안양시 만안구,37.39639886,126.9153991
2501,박달도서관,경기도,안양시 만안구,37.4025131,126.9035738
2502,평촌도서관,경기도,안양시 동안구,37.3960575,126.9578036
2503,비산도서관,경기도,안양시 동안구,37.3991121,126.9376493
2504,호계도서관,경기도,안양시 동안구,37.3830584,126.9505302
2506,어린이도서관,경기도,안양시 동안구,37.384981,126.954594
2558,햇빛마을작은도서관,경기도,고양시 덕양구,37.624831,126.838474
2559,행신도서관,경기도,고양시 덕양구,37.620759,126.828338
2560,행신어린이도서관,경기도,고양시 덕양구,37.614791,126.843466
2561,호수공원작은도서관,경기도,고양시 일산동구,37.653846,126.768781
2562,화전작은도서관,경기도,고양시 덕양구,37.599469,126.872773
2563,화정도서관,경기도,고양시 덕양구,37.637836,126.837104
2564,화정어린이도서관,경기도,고양시 덕양구,37.632833,126.826303
2565,내유작은도서관,경기도,고양시 덕양구,37.73129325,126.8483937
2574,관산작은도서관,경기도,고양시 덕양구,37.688013,126.862536
2575,대덕작은도서관,경기도,고양시 덕양구,37.587101,126.876666
2576,대화도서관,경기도,고양시 일산서구,37.681022,126.753942
2577,대화마을작은도서관,경기도,고양시 일산서구,37.672884,126.735397
2578,덕이도서관,경기도,고양시 일산서구,37.702949,126.754554
2579,마두도서관,경기도,고양시 일산동구,37.666716,126.782057
2580,마상공원작은도서관,경기도,고양시 덕양구,37.66014949,126.8330165
2581,모당공원작은도서관,경기도,고양시 일산동구,37.67814936,126.7812889
2582,백석도서관,경기도,고양시 일산동구,37.647218,126.793626
2583,사리현작은도서관,경기도,고양시 일산동구,37.69879749,126.8460106
2584,삼송도서관,경기도,고양시 덕양구,37.648863,126.884854
2585,식사도서관,경기도,고양시 일산동구,37.67608444,126.815973
2586,삼송작은도서관,경기도,고양시 덕양구,37.653145,126.893909
2587,신원도서관,경기도,고양시 덕양구,37.666383,126.886359
2588,아람누리도서관,경기도,고양시 일산동구,37.661486,126.774456
2589,원당도서관,경기도,고양시 덕양구,37.65465084,126.840652
2590,주엽어린이도서관,경기도,고양시 일산서구,37.668464,126.756504
2591,탄현작은도서관,경기도,고양시 일산서구,37.70014661,126.7655482
2592,푸른마을작은도서관,경기도,고양시 덕양구,37.712299,126.905321
2593,풍동도서관,경기도,고양시 일산동구,37.67072982,126.7971233
2594,한뫼도서관,경기도,고양시 일산서구,37.693557,126.776259
2595,햇빛21작은도서관,경기도,고양시 덕양구,37.627322,126.841414
